"id_car_modification","id_car_equipment","name","year"
"184738","11120","Enjoy"," "
"184736","11122","Enjoy"," "
"184742","11124","Enjoy"," "
"201834","12468","Enjoy","2015"
"201834","12469","Enjoy","2013"
"201834","12471","Enjoy","2014"
"201835","12477","Enjoy"," "
"201844","12483","Enjoy"," "
"201849","12484","Enjoy","2013"
"201849","12485","Enjoy","2014"
"201849","12486","Enjoy","2015"
"250265","23733","Enjoy","2015"
"250265","23734","Enjoy","2014"
"250265","23737","Enjoy","2013"
"252037","24466","Enjoy"," "
"252050","24471","Enjoy"," "
"251914","26034","Enjoy"," "
"251945","26037","Enjoy"," "
"251963","26040","Enjoy"," "
"20567","27201","Enjoy"," "
"252038","27202","Enjoy"," "
"252051","27203","Enjoy"," "
"279783","27939","Enjoy"," "
"280103","28079","Enjoy"," "
"279779","27934","Enjoyment"," "
"279781","27937","Enjoyment"," "
"189478","4371","Entry","2017"
"63673","8751","Entry"," "
"189478","16759","Entry","2016"
"234913","19843","Entry"," "
"234926","19854","Entry"," "
"234913","22204","Entry","2019"
"252931","25127","Entry"," "
"252942","25136","Entry"," "
"252967","25143","Entry"," "
"271523","27742","Entry"," "
"265568","27985","Entry"," "
"271523","27743","Entry + Optinal"," "
"270677","27813","EQE 43 AMG 4Matic"," "
"270678","27814","EQE 53 AMG 4Matic"," "
"268557","27531","EQV300 EXOBILITE экстра длинный"," "
"12745","614","ER","2016"
"12746","615","ER","2016"
"9869","388","Essentia","2015"
"9869","389","Essentia","2013"
"9869","395","Essentia","2014"
"20576","3720","Essentia"," "
"20579","3730","Essentia","2014"
"20579","3731","Essentia","2015"
"20579","3734","Essentia","2013"
"20677","3775","Essentia"," "
"20686","3802","Essentia"," "
"21089","3849","Essentia","2015"
"21089","3850","Essentia","2013"
"55503","6651","Essentia"," "
"37079","6652","Essentia"," "
"37081","6661","Essentia","2015"
"37081","6663","Essentia","2013"
"37081","6666","Essentia","2014"
"55506","6686","Essentia"," "
"37069","6687","Essentia","2013"
"37069","6688","Essentia","2015"
"37069","6693","Essentia","2014"
"55517","6705","Essentia"," "
"55515","6706","Essentia"," "
"55516","6710","Essentia"," "
"180088","6729","Essentia","2014"
"180088","6730","Essentia","2013"
"180090","6741","Essentia"," "
"180101","6744","Essentia","2013"
"180101","6745","Essentia","2014"
"191540","6759","Essentia","2014"
"191540","6763","Essentia","2013"
"191565","6778","Essentia","2014"
"37523","6789","Essentia","2014"
"180270","6816","Essentia"," "
"66415","8993","Essentia"," "
"184696","11081","Essentia"," "
"184688","11084","Essentia","2013"
"184687","11087","Essentia"," "
"184748","11115","Essentia"," "
"184739","11117","Essentia"," "
"184738","11121","Essentia"," "
"184775","11127","Essentia"," "
"184768","11129","Essentia"," "
"185986","11457","Essentia"," "
"185977","11458","Essentia","2013"
"250265","23735","Essentia","2014"
"252036","24464","Essentia"," "
"252049","24469","Essentia"," "
"252134","24480","Essentia"," "
"251914","26035","Essentia"," "
"251945","26038","Essentia"," "
"251963","26041","Essentia"," "
"269477","26923","Essential"," "
"269477","26925","Essential Proactive"," "
"269477","26924","Essential Proassist"," "
"18229","2198","EURO2012 PLAYMAKER"," "
"18229","2199","EURO2012 WINGER"," "
"272478","27907","EV"," "
"280136","28091","EV"," "
"272478","27906","EV Extended"," "
"280009","28045","EVR"," "
"61811","8368","EW","2015"
"18902","3104","EX"," "
"200410","12415","EX"," "
"259420","25763","EX"," "
"259423","25773","EX"," "
"259428","25779","EX"," "
"259433","25787","EX"," "
"259432","25788","EX"," "
"259439","25794","EX"," "
"266651","25869","EX"," "
"259421","27143","EX"," "
"259419","25764","EX +audio Hi-Fi"," "
"259424","25774","EX +audio Hi-Fi"," "
"259430","25786","EX +audio Hi-Fi"," "
"259437","25791","EX +audio Hi-Fi"," "
"259422","27144","EX +audio Hi-Fi"," "
"259438","27152","EX +audio Hi-Fi"," "
"259428","25780","EX +leather"," "
"259437","25792","EX +leather"," "
"259438","27153","EX +leather"," "
"259419","25765","EX ESP"," "
"259422","27145","EX ESP"," "
"236494","22068","Exalted"," "
"236495","22070","Exalted"," "
"261741","26646","Exalted"," "
"173021","20210","Excalibur","2017"
"173022","20211","Excalibur","2017"
"173021","20368","Excalibur"," "
"173022","20375","Excalibur"," "
"253920","26156","Excalibur"," "
"253923","26167","Excalibur"," "
"181783","21800","Excellence"," "
"2392","5","Exclusive","2012"
"2392","8","Exclusive","2011"
"2393","9","Exclusive","2011"
"2393","11","Exclusive","2012"
"2398","16","Exclusive","2011"
"2398","18","Exclusive","2012"
"2402","29","Exclusive","2014"
"2402","30","Exclusive","2015"
"2402","32","Exclusive","2016"
"2402","33","Exclusive","2013"
"2403","37","Exclusive","2014"
"2403","38","Exclusive","2015"
"2403","40","Exclusive","2016"
"2403","42","Exclusive","2013"
"2400","47","Exclusive","2014"
"2400","48","Exclusive","2015"
"2400","51","Exclusive","2016"
"2400","52","Exclusive","2013"
"2439","68","Exclusive","2013"
"2439","71","Exclusive","2015"
"2439","72","Exclusive","2012"
"2439","74","Exclusive","2014"
"2440","79","Exclusive","2015"
"2440","80","Exclusive","2013"
"2440","82","Exclusive","2012"
"2440","85","Exclusive","2014"
"187804","87","Exclusive"," "
"16210","1382","Exclusive","2015"
"16210","1384","Exclusive","2014"
"16210","1385","Exclusive","2013"
"16209","1388","Exclusive","2013"
"16209","1390","Exclusive","2014"
"16209","1391","Exclusive","2015"
"16213","1396","Exclusive","2016"
"16213","1401","Exclusive","2014"
"16213","1406","Exclusive","2013"
"16213","1410","Exclusive","2015"
"176993","1416","Exclusive","2016"
"176993","1422","Exclusive","2014"
"176993","1423","Exclusive","2013"
"176993","1426","Exclusive","2015"
"16214","1434","Exclusive","2016"
"16214","1440","Exclusive","2015"
"16214","1443","Exclusive","2013"
"16214","1447","Exclusive","2014"
"16225","1450","Exclusive","2016"
"16225","1455","Exclusive","2014"
"16225","1456","Exclusive","2015"
"16228","1465","Exclusive","2015"
"16228","1466","Exclusive","2014"
"16234","1476","Exclusive","2013"
"16234","1480","Exclusive","2011"
"16234","1481","Exclusive","2014"
"16234","1483","Exclusive","2015"
"16234","1485","Exclusive","2012"
"16243","1495","Exclusive","2012"
"16243","1497","Exclusive","2013"
"16243","1499","Exclusive","2011"
"16243","1500","Exclusive","2014"
"16243","1504","Exclusive","2015"
"16247","1505","Exclusive","2014"
"16247","1506","Exclusive","2013"
"16247","1507","Exclusive","2015"
"16247","1508","Exclusive","2011"
"16247","1509","Exclusive","2012"
"16251","1510","Exclusive","2013"
"16251","1511","Exclusive","2012"
"16251","1512","Exclusive","2011"
"16252","1513","Exclusive","2014"
"16252","1515","Exclusive","2015"
"172329","1518","Exclusive","2015"
"172329","1520","Exclusive","2014"
"16262","1521","Exclusive","2014"
"16262","1522","Exclusive","2015"
"189361","3987","Exclusive"," "
"24435","3990","Exclusive"," "
"24433","3994","Exclusive"," "
"24438","4002","Exclusive"," "
"189362","4003","Exclusive"," "
"189363","4006","Exclusive"," "
"30182","5960","Exclusive"," "
"30183","5964","Exclusive"," "
"30183","5965","Exclusive","2011"
"30181","5968","Exclusive","2011"
"30181","5970","Exclusive"," "
"51589","5971","Exclusive","2011"
"51589","5973","Exclusive"," "
"178841","5979","Exclusive","2015"
"178841","5981","Exclusive","2014"
"178841","5983","Exclusive","2013"
"178841","5985","Exclusive","2011"
"178841","5987","Exclusive","2012"
"178844","5993","Exclusive","2013"
"178844","5995","Exclusive","2012"
"178844","5996","Exclusive","2011"
"178844","5997","Exclusive","2015"
"178844","6000","Exclusive","2014"
"178851","6002","Exclusive","2014"
"178851","6003","Exclusive","2015"
"178851","6004","Exclusive","2013"
"178851","6005","Exclusive","2012"
"178851","6006","Exclusive","2011"
"178853","6007","Exclusive","2013"
"178853","6008","Exclusive","2011"
"178853","6009","Exclusive","2012"
"30204","6030","Exclusive","2014"
"30204","6035","Exclusive","2015"
"30204","6036","Exclusive","2013"
"30204","6042","Exclusive","2011"
"178856","6070","Exclusive","2013"
"178856","6071","Exclusive","2014"
"178856","6073","Exclusive","2011"
"178856","6075","Exclusive","2015"
"30224","6082","Exclusive"," "
"51612","6084","Exclusive","2012"
"51612","6087","Exclusive","2011"
"42671","7590","Exclusive"," "
"42670","7593","Exclusive","2012"
"42670","7595","Exclusive","2011"
"42669","7598","Exclusive","2011"
"42669","7600","Exclusive","2012"
"181153","7603","Exclusive"," "
"192823","8393","Exclusive"," "
"63386","8648","Exclusive","2014"
"63386","8649","Exclusive","2013"
"66811","9091","Exclusive","2014"
"66813","9103","Exclusive","2014"
"193679","9768","Exclusive"," "
"193682","9781","Exclusive","2016"
"110182","10339","Exclusive","2014"
"110182","10340","Exclusive","2015"
"193921","10416","Exclusive"," "
"193922","10419","Exclusive"," "
"183590","10823","Exclusive","2016"
"183590","10825","Exclusive","2014"
"183590","10826","Exclusive","2015"
"183599","10834","Exclusive","2015"
"183599","10837","Exclusive","2014"
"110182","11010","Exclusive"," "
"184330","11017","Exclusive"," "
"184327","11019","Exclusive","2011"
"184327","11022","Exclusive","2012"
"185280","11328","Exclusive"," "
"198847","12013","Exclusive","2015"
"198847","12015","Exclusive","2014"
"198847","12020","Exclusive","2013"
"63735","16805","Exclusive","2016"
"173142","17194","Exclusive","2016"
"173146","17195","Exclusive","2016"
"184299","17219","Exclusive","2015"
"215715","18035","Exclusive"," "
"215721","18036","Exclusive"," "
"219761","18054","Exclusive"," "
"185278","19066","Exclusive"," "
"185288","19319","Exclusive"," "
"185286","19322","Exclusive"," "
"185287","19326","Exclusive"," "
"185285","19328","Exclusive"," "
"220379","19331","Exclusive"," "
"185282","19333","Exclusive"," "
"185284","19337","Exclusive"," "
"219878","19527","Exclusive"," "
"220090","19533","Exclusive"," "
"193682","19655","Exclusive","2017"
"63735","20340","Exclusive","2017"
"173142","20379","Exclusive","2017"
"173146","20385","Exclusive","2017"
"235868","20403","Exclusive"," "
"236403","20666","Exclusive"," "
"63735","20752","Exclusive","2018"
"236600","20974","Exclusive"," "
"235308","21053","Exclusive"," "
"237584","21210","Exclusive"," "
"111520","21624","Exclusive"," "
"16141","22666","Exclusive"," "
"235868","22873","Exclusive","2019"
"238095","23009","Exclusive"," "
"238098","23010","Exclusive"," "
"250078","23696","Exclusive"," "
"238095","23820","Exclusive","2020"
"238098","23823","Exclusive","2020"
"253330","25177","Exclusive"," "
"254793","25228","Exclusive"," "
"265404","25272","Exclusive"," "
"265407","25275","Exclusive"," "
"256995","25298","Exclusive"," "
"265568","25374","Exclusive"," "
"266432","25604","Exclusive"," "
"253436","26122","Exclusive"," "
"254132","26228","Exclusive"," "
"267510","26833","Exclusive"," "
"267652","26838","Exclusive"," "
"268725","27055","Exclusive"," "
"267519","27758","Exclusive"," "
"271801","27772","Exclusive"," "
"279908","27987","Exclusive"," "
"271616","28052","Exclusive"," "
"271876","28072","Exclusive"," "
"279953","28092","Exclusive"," "
"30204","6037","Exclusive (Калужская сборка)","2012"
"178856","6072","Exclusive (Калужская сборка)"," "
"189961","5784","Exclusive (Локальная сборка)"," "
"189982","16768","Exclusive (Локальная сборка)"," "
"188479","16979","Exclusive (Локальная сборка)"," "
"188485","16986","Exclusive (Локальная сборка)"," "
"189986","17017","Exclusive (Локальная сборка)"," "
"188491","17387","Exclusive (Локальная сборка)"," "
"220245","20629","Exclusive (Локальная сборка)"," "
"237274","22991","Exclusive (Локальная сборка)"," "
"30204","6039","Exclusive (Французская сборка)","2012"
"178856","6076","Exclusive (Французская сборка)"," "
"16213","1397","Exclusive +","2016"
"16213","1400","Exclusive +","2014"
"16213","1405","Exclusive +","2013"
"16213","1409","Exclusive +","2015"
"176993","1417","Exclusive +","2016"
"176993","1420","Exclusive +","2014"
"176993","1424","Exclusive +","2013"
"176993","1430","Exclusive +","2015"
"193679","9767","Exclusive 2","2016"
"193679","19647","Exclusive 2","2017"
"236400","20657","Exclusive 2"," "
"236400","20659","Exclusive 2 Safety"," "
"200399","12372","Exclusive 4"," "
"200402","12381","Exclusive 4"," "
"200403","12383","Exclusive 4"," "
"262169","25843","Exclusive 4"," "
"262171","25848","Exclusive 4"," "
"195026","11443","Exclusive 4 2-5"," "
"195027","11454","Exclusive 4 2-5"," "
"200403","12386","Exclusive 4 plus"," "
"24435","3989","Exclusive 4XMOTION"," "
"24438","4001","Exclusive 4XMOTION"," "
"200399","12373","Exclusive 5"," "
"200402","12382","Exclusive 5"," "
"200403","12385","Exclusive 5"," "
"262169","25844","Exclusive 5"," "
"262171","25849","Exclusive 5"," "
"195026","11444","Exclusive 5 2-5"," "
"195027","11453","Exclusive 5 2-5"," "
"195026","11441","Exclusive IV","2016"
"195027","11449","Exclusive IV 1","2016"
"195026","11446","Exclusive IV 2"," "
"195027","11455","Exclusive IV 2"," "
"195026","17285","Exclusive IV 2","2016"
"195027","17287","Exclusive IV 2","2016"
"219878","19529","Exclusive Plus","2017"
"19872","3414","Exclusive S08","2014"
"19872","3419","Exclusive S08","2015"
"19872","3427","Exclusive S18","2013"
"19872","3432","Exclusive S18","2012"
"44968","7145","Exclusive S18"," "
"195026","11440","Exclusive V","2016"
"195027","11450","Exclusive V 1","2016"
"195026","11447","Exclusive V 2"," "
"195027","11456","Exclusive V 2"," "
"195026","17284","Exclusive V 2","2016"
"195027","17288","Exclusive V 2","2016"
"187926","344","Executive","2015"
"17958","2055","Executive","2013"
"18005","2075","Executive","2014"
"18005","2079","Executive","2013"
"18009","2082","Executive","2014"
"18009","2083","Executive","2013"
"18087","2089","Executive"," "
"189108","3027","Executive"," "
"189109","3036","Executive"," "
"189113","3052","Executive"," "
"189116","3059","Executive","2014"
"189116","3062","Executive","2013"
"189117","3063","Executive","2014"
"189117","3066","Executive","2013"
"189119","3079","Executive","2015"
"189120","3085","Executive","2014"
"189120","3087","Executive","2015"
"189409","4166","Executive","2012"
"189409","4169","Executive","2014"
"189409","4170","Executive","2013"
"189410","4176","Executive","2012"
"189410","4177","Executive","2014"
"189410","4178","Executive","2013"
"189418","4184","Executive","2014"
"189418","4186","Executive","2013"
"189419","4192","Executive","2014"
"189419","4194","Executive","2013"
"189422","4200","Executive","2012"
"189425","4203","Executive","2012"
"189429","4207","Executive"," "
"189430","4209","Executive"," "
"26611","5231","Executive","2012"
"26611","5232","Executive","2013"
"190769","6259","Executive","2013"
"190769","6261","Executive","2014"
"179358","6270","Executive","2013"
"179358","6274","Executive","2014"
"179358","6275","Executive","2012"
"179377","6282","Executive"," "
"179392","6285","Executive","2012"
"190791","6290","Executive"," "
"32818","6294","Executive","2011"
"32818","6297","Executive","2012"
"191002","6456","Executive"," "
"191005","6466","Executive"," "
"192409","7646","Executive"," "
"192410","7649","Executive"," "
"192411","7655","Executive"," "
"192434","7726","Executive"," "
"193028","8742","Executive"," "
"193029","8743","Executive"," "
"64189","8805","Executive","2014"
"64189","8808","Executive","2012"
"64189","8811","Executive","2013"
"65274","8876","Executive"," "
"193296","8884","Executive"," "
"193307","8888","Executive"," "
"67199","9356","Executive","2014"
"67210","9362","Executive","2014"
"67211","9365","Executive","2014"
"193679","9769","Executive"," "
"193681","9776","Executive","2016"
"193681","9779","Executive"," "
"193682","9780","Executive","2016"
"111865","10032","Executive","2016"
"110973","10040","Executive"," "
"193920","10412","Executive","2016"
"194043","10504","Executive","2016"
"194044","10510","Executive"," "
"194046","10514","Executive"," "
"173022","10589","Executive","2016"
"173021","10597","Executive","2016"
"194144","10643","Executive"," "
"195025","11433","Executive","2016"
"189119","12362","Executive","2014"
"200400","12375","Executive"," "
"200401","12376","Executive"," "
"200402","12379","Executive"," "
"200403","12384","Executive"," "
"200406","12394","Executive"," "
"200407","12397","Executive"," "
"200408","12407","Executive"," "
"186818","16224","Executive","2015"
"174314","16476","Executive","2016"
"189116","16993","Executive"," "
"189117","16995","Executive"," "
"170135","17588","Executive"," "
"194043","18262","Executive"," "
"173021","18279","Executive","2017"
"173022","18285","Executive","2017"
"193921","19265","Executive","2016"
"233178","19558","Executive"," "
"193682","19654","Executive","2017"
"234522","19780","Executive"," "
"235290","20011","Executive"," "
"174314","20348","Executive"," "
"173021","20367","Executive"," "
"173022","20374","Executive"," "
"236403","20665","Executive"," "
"236600","20783","Executive"," "
"236946","20967","Executive"," "
"236947","20968","Executive"," "
"236354","21035","Executive"," "
"236684","21042","Executive"," "
"238023","21304","Executive"," "
"238798","21782","Executive"," "
"238799","21784","Executive"," "
"238739","22484","Executive"," "
"235868","22874","Executive","2019"
"234847","22920","Executive"," "
"234850","22921","Executive"," "
"241337","23179","Executive"," "
"264658","24161","Executive"," "
"264701","24215","Executive"," "
"264703","24219","Executive"," "
"265568","25375","Executive"," "
"262169","25845","Executive"," "
"262176","25860","Executive"," "
"253920","26157","Executive"," "
"253923","26168","Executive"," "
"268468","26796","Executive"," "
"264659","26856","Executive"," "
"269529","26988","Executive"," "
"269526","27316","Executive"," "
"269527","27319","Executive"," "
"280008","28044","Executive"," "
"220248","20625","Executive (Локальная сборка)"," "
"241415","23197","Executive (Локальная сборка)"," "
"241429","23208","Executive (Локальная сборка)"," "
"264701","27889","Executive + Comfort"," "
"264703","27895","Executive + Comfort"," "
"264701","27890","Executive + Comfort + Третий ряд сидений"," "
"264703","27896","Executive + Comfort + Третий ряд сидений"," "
"17958","2058","Executive + NAVI","2013"
"32818","6293","Executive + NAVI","2011"
"32818","6296","Executive + NAVI","2012"
"194046","10515","Executive 1"," "
"195024","11430","Executive 1","2016"
"194046","10516","Executive 2"," "
"195024","11431","Executive 2","2016"
"195025","11437","Executive 2"," "
"195025","17281","Executive 2","2016"
"238023","21305","Executive 2"," "
"194046","21147","Executive 2 (black)"," "
"195024","11432","Executive 2-5"," "
"195025","11435","Executive 2-5"," "
"259746","25838","Executive 5"," "
"259746","26984","Executive 5 Sport"," "
"173021","17902","Executive Black","2017"
"173022","17904","Executive Black","2017"
"253920","26158","Executive Black"," "
"253923","26169","Executive Black"," "
"179377","6283","Executive Glass Roof"," "
"237283","21102","Executive Lounge"," "
"173021","22128","Executive Lounge"," "
"173022","22129","Executive Lounge"," "
"241430","23210","Executive Lounge"," "
"253920","26155","Executive Lounge"," "
"253923","26166","Executive Lounge"," "
"71253","9841","Executive lounge"," "
"239723","22531","Executive Plus"," "
"237583","21206","Executive Safety"," "
"267276","26118","Executive Safety"," "
"192410","7651","Executive Special Edition"," "
"192411","7654","Executive Special Edition"," "
"189116","16994","Executive Sport"," "
"259746","25839","Executive Sport 5"," "
"173021","17903","Executive White","2017"
"173022","17905","Executive White","2017"
"253920","26159","Executive White"," "
"253923","26170","Executive White"," "
"236947","20970","Executive+"," "
"18087","2088","Executive+NAVI"," "
"64189","8804","Executive+NAVI","2014"
"64189","8807","Executive+NAVI","2012"
"64189","8810","Executive+NAVI","2013"
"65274","8877","Executive+NAVI"," "
"19872","3440","Exlusive S08","2014"
"178303","5480","Expedition","2014"
"62965","8520","Expedition","2015"
"62965","8525","Expedition","2016"
"56287","7043","Experience"," "
"56283","7052","Experience"," "
"62457","7059","Experience"," "
"200406","12393","Expert"," "
"18235","2238","Explore","2012"
"18235","2243","Explore","2014"
"18235","2248","Explore","2013"
"22196","4014","Expression","2015"
"22195","4020","Expression","2015"
"22198","4026","Expression","2015"
"22197","4031","Expression","2015"
"110612","4039","Expression","2015"
"22212","4041","Expression","2014"
"22212","4044","Expression","2013"
"46286","6475","Expression"," "
"46288","6478","Expression"," "
"173818","6480","Expression"," "
"46285","6481","Expression"," "
"46289","6485","Expression"," "
"46287","6491","Expression"," "
"62819","6901","Expression","2011"
"62819","6902","Expression","2012"
"38312","6903","Expression","2012"
"38312","6908","Expression","2011"
"38314","6910","Expression","2012"
"55861","6912","Expression","2012"
"55861","6916","Expression","2011"
"55877","6925","Expression","2012"
"55877","6927","Expression","2013"
"55881","6937","Expression"," "
"180336","6938","Expression"," "
"38628","6944","Expression"," "
"38624","6947","Expression","2013"
"38624","6951","Expression","2014"
"55924","6956","Expression","2013"
"55924","6959","Expression","2014"
"180340","6961","Expression","2014"
"180340","6964","Expression","2013"
"191676","6969","Expression","2013"
"191676","6972","Expression","2014"
"180347","6980","Expression","2012"
"180347","6984","Expression","2011"
"180346","6987","Expression","2012"
"180346","6991","Expression","2011"
"180351","6994","Expression","2012"
"38572","6998","Expression"," "
"180371","7000","Expression"," "
"46396","7607","Expression","2014"
"46396","7609","Expression","2012"
"46396","7611","Expression","2013"
"46398","7612","Expression","2013"
"46398","7613","Expression","2014"
"46398","7615","Expression","2012"
"46399","7619","Expression","2013"
"46399","7620","Expression","2014"
"46399","7625","Expression","2012"
"46397","7629","Expression","2014"
"46397","7631","Expression","2012"
"192881","8420","Expression"," "
"62087","8422","Expression","2012"
"62087","8424","Expression","2011"
"62087","8432","Expression","2013"
"64320","8822","Expression"," "
"64322","8824","Expression"," "
"193405","9007","Expression","2016"
"193406","9009","Expression","2016"
"193407","9011","Expression","2016"
"193408","9013","Expression","2016"
"66681","9014","Expression"," "
"66683","9016","Expression"," "
"111820","9863","Expression","2015"
"111820","9864","Expression","2016"
"182670","9865","Expression","2015"
"182670","9867","Expression","2016"
"111818","9873","Expression","2015"
"111818","9874","Expression","2016"
"111821","9877","Expression","2015"
"111821","9879","Expression","2016"
"111822","9883","Expression","2015"
"111822","9884","Expression","2016"
"183763","10872","Expression","2013"
"194478","10874","Expression","2011"
"194478","10876","Expression","2012"
"194478","10877","Expression","2013"
"187464","11851","Expression"," "
"187472","11856","Expression"," "
"187466","11859","Expression"," "
"187467","11862","Expression"," "
"46396","15808","Expression","2016"
"46397","15809","Expression","2016"
"22204","16689","Expression"," "
"189077","16690","Expression"," "
"177774","17004","Expression","2016"
"177776","17005","Expression","2016"
"182670","19041","Expression"," "
"111820","19046","Expression"," "
"111818","19048","Expression"," "
"111821","19051","Expression"," "
"111822","19055","Expression"," "
"55863","26069","Expression Diesel"," "
"268674","28009","EXR"," "
"217847","20983","Extreme","2017"
"217848","20984","Extreme","2017"
"186636","20985","Extreme","2017"
"217847","21315","Extreme","2018"
"217848","21318","Extreme","2018"
"186636","21321","Extreme","2018"
"217847","22842","Extreme","2019"
"217848","22845","Extreme","2019"
"186636","22848","Extreme","2019"
"272238","28022","Extreme"," "
"262175","25856","F SPORT"," "
"262176","25861","F SPORT"," "
"236868","20946","F Sport"," "
"236354","21034","F Sport"," "
"238800","21787","F Sport"," "
"268469","26797","F Sport"," "
"269523","26981","F Sport"," "
"236947","20971","F Sport Executive"," "
"238023","21306","F Sport Executive"," "
"236400","20658","F Sport Luxury"," "
"269528","26985","F Sport Luxury"," "
"269528","26986","F Sport Premium"," "
"200407","3100","F-Sport"," "
"200408","3101","F-Sport"," "
"191005","6469","F-Sport"," "
"189108","12347","F-Sport"," "
"192434","12348","F-Sport"," "
"194144","12366","F-Sport"," "
"187926","12387","F-Sport","2015"
"193682","13068","F-Sport"," "
"219455","16105","F-Sport","2016"
"189118","12359","F-Sport Executive","2015"
"189119","12361","F-Sport Executive","2015"
"193920","17332","F-Sport Executive","2016"
"195024","3089","F-Sport Luxury","2016"
"195027","3091","F-Sport Luxury","2016"
"53550","6461","F-Sport Luxury"," "
"189113","12350","F-Sport Luxury"," "
"189114","12355","F-Sport Luxury"," "
"189115","12357","F-Sport Luxury"," "
"189119","12360","F-Sport Luxury","2014"
"200398","12367","F-Sport Luxury"," "
"193920","17333","F-Sport Luxury","2016"
"193921","17334","F-Sport Luxury"," "
"193920","18443","F-Sport Luxury","2017"
"193679","19700","F-Sport Luxury","2017"
"200398","12368","F-Sport Luxury  1+"," "
"200398","12369","F-Sport Luxury  2+"," "
"189119","12365","F-Sport Luxury 1","2015"
"53550","6462","F-Sport Luxury 1+"," "
"53550","6463","F-Sport Luxury 2+"," "
"53550","6464","F-Sport Luxury 3+"," "
"200398","12370","F-Sport Luxury 3+"," "
"189113","12349","F-Sport Premium"," "
"189114","12356","F-Sport Premium"," "
"193679","19699","F-Sport Premium","2017"
"259128","24355","F-TYPE"," "
"259135","24363","F-Type"," "
"259128","24356","F-TYPE 17-18"," "
"259132","24360","F-TYPE R"," "
"259137","24365","F-Type R"," "
"259132","24361","F-TYPE R 17-18"," "
"259136","24364","F-Type S"," "
"259133","24362","F-TYPE SVR cabrio"," "
"187881","272","Family","2013"
"187881","275","Family","2012"
"5687","276","Family","2011"
"18289","2404","Family","2012"
"18289","2406","Family","2013"
"18289","2407","Family","2014"
"43446","7941","Family","2014"
"43446","7945","Family","2013"
"43446","7947","Family"," "
"43446","7958","Family","2012"
"43447","7968","Family"," "
"43447","7976","Family","2012"
"43447","7977","Family","2013"
"66420","8997","Family","2014"
"185929","11415","Family","2014"
"186818","16223","Family","2015"
"219888","18063","Family","2016"
"219888","19391","Family"," "
"174333","20770","Family"," "
"174332","20773","Family"," "
"174335","20781","Family"," "
"219615","20999","Family"," "
"219616","21002","Family"," "
"186236","21436","Family"," "
"238962","21947","Family"," "
"238970","21955","Family"," "
"238971","21958","Family"," "
"238972","21962","Family"," "
"238974","21968","Family"," "
"219615","22161","Family","2018"
"219616","22162","Family","2018"
"252215","24483","Family"," "
"258744","24602","Family"," "
"266308","25645","Family"," "
"268431","26750","Family"," "
"268437","26765","Family"," "
"268451","27287","Family"," "
"271776","27598","Family"," "
"175699","16848","Family (5 мест)","2016"
"111600","16849","Family (5 мест)","2016"
"111614","16850","Family (5 мест)","2016"
"111613","16851","Family (5 мест)","2016"
"111605","16852","Family (5 мест)","2016"
"111621","16853","Family (5 мест)","2016"
"111602","16854","Family (5 мест)","2016"
"111603","16855","Family (5 мест)","2016"
"175699","17430","Family (5 мест)"," "
"111600","17443","Family (5 мест)"," "
"111614","17452","Family (5 мест)"," "
"111613","17465","Family (5 мест)"," "
"111605","17478","Family (5 мест)"," "
"111621","17489","Family (5 мест)"," "
"111602","17500","Family (5 мест)"," "
"111603","17511","Family (5 мест)"," "
"175699","17062","Family (7 мест)","2016"
"111600","17067","Family (7 мест)","2016"
"111614","17070","Family (7 мест)","2016"
"111613","17075","Family (7 мест)","2016"
"111605","17080","Family (7 мест)","2016"
"111621","17085","Family (7 мест)","2016"
"111602","17090","Family (7 мест)","2016"
"111603","17095","Family (7 мест)","2016"
"185826","17241","Family (7 мест)","2016"
"185858","17248","Family (7 мест)","2016"
"185859","17255","Family (7 мест)","2016"
"185836","17262","Family (7 мест)","2016"
"185838","17267","Family (7 мест)","2016"
"185839","17272","Family (7 мест)","2016"
"185840","17277","Family (7 мест)","2016"
"111600","17444","Family (7 мест)","2017"
"185826","17614","Family (7 мест)","2017"
"185858","17620","Family (7 мест)"," "
"185859","17626","Family (7 мест)"," "
"185836","17632","Family (7 мест)"," "
"185838","17637","Family (7 мест)","2017"
"185839","17642","Family (7 мест)"," "
"185840","17647","Family (7 мест)"," "
"185929","11409","Family (023)","2015"
"185929","16222","Family (274)","2015"
"219616","21001","Family (CA0)"," "
"219615","21000","Family (CA2)"," "
"18289","2405","Family (Seat ventilation)","2013"
"268437","26766","Family + Advanced"," "
"268431","26753","Family + Light"," "
"268431","26751","Family + Ultra"," "
"174333","21412","Family Чемпионская серия"," "
"174332","21415","Family Чемпионская серия"," "
"174335","21423","Family Чемпионская серия"," "
"219615","21442","Family Чемпионская серия"," "
"219616","21443","Family Чемпионская серия"," "
"21709","3933","Family Edition","2013"
"21709","3934","Family Edition","2014"
"21709","3939","Family Edition","2012"
"268441","27099","Family Plus"," "
"175272","1150","FASHION"," "
"240932","22659","Fashion"," "
"271873","27614","Fashion"," "
"279587","28000","Fashion"," "
"279576","27851","Fashion Edition"," "
"271873","27615","Fashion Plus"," "
"16215","22671","FEEL"," "
"16217","23490","FEEL","2019"
"16220","23504","FEEL","2019"
"249878","23519","FEEL"," "
"249879","23522","FEEL"," "
"279742","27917","FEEL"," "
"219965","18487","Feel"," "
"219966","18490","Feel"," "
